[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.getClassLoader (0x00007ab2a6beb108) [0x00007ab2a6beb200, 0x00007ab2a6beb2e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.returnType (0x00007ab2a6beb408) [0x00007ab2a6beb500, 0x00007ab2a6beb5e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6beb708) [0x00007ab2a6beb800, 0x00007ab2a6beba98] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.index (0x00007ab2a6bebb08) [0x00007ab2a6bebc00, 0x00007ab2a6bebcc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.concurrent.ConcurrentHashMap.putIfAbsent (0x00007ab287417888) [0x00007ab287417980, 0x00007ab287417c80] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.size (0x00007ab2a6bebe08) [0x00007ab2a6bebf00, 0x00007ab2a6bebfc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6bec108) [0x00007ab2a6bec200, 0x00007ab2a6bec2f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.width (0x00007ab2a6bec408) [0x00007ab2a6bec500, 0x00007ab2a6bec5c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.ref.ReferenceQueue.poll (0x00007ab287417c88) [0x00007ab287417d80, 0x00007ab2874181a0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.String.getBytes (0x00007ab287418208) [0x00007ab287418300, 0x00007ab287418808] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6bec708) [0x00007ab2a6bec800, 0x00007ab2a6bec8f0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.removeStaleReferences (0x00007ab287418888) [0x00007ab287418980, 0x00007ab287418fa0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.String.<init> (0x00007ab287419008) [0x00007ab287419100, 0x00007ab2874192d8] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6beca08) [0x00007ab2a6becb00, 0x00007ab2a6becbf8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.reserveSpace (0x00007ab287419308) [0x00007ab287419400, 0x00007ab287419718] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,185s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.getDeclaringClass (0x00007ab2a6becd08) [0x00007ab2a6bece00, 0x00007ab2a6becee8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,186s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.RawBytecodeHelper.bci (0x00007ab2a6bed008) [0x00007ab2a6bed100, 0x00007ab2a6bed1c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,186s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.map (0x00007ab287419788) [0x00007ab2874198a0, 0x00007ab28741afa0] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,186s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.hashCode (0x00007ab28741b008) [0x00007ab28741b100, 0x00007ab28741b780] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,186s][debug][gc,nmethod  ] Register NMethod: java.util.concurrent.ConcurrentHashMap.get (0x00007ab28741b788) [0x00007ab28741b880, 0x00007ab28741c898] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,187s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.anyFlagSet (0x00007ab28741c908) [0x00007ab28741ca00, 0x00007ab28741cb50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,187s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.isInvocable (0x00007ab28741cc08) [0x00007ab28741cd00, 0x00007ab28741ceb8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,187s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.lookupKey (0x00007ab28741cf08) [0x00007ab28741d000, 0x00007ab28741d288] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,187s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.StrongReferenceKey.<init> (0x00007ab28741d308) [0x00007ab28741d400, 0x00007ab28741d5d0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,187s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.StrongReferenceKey.hashCode (0x00007ab28741d608) [0x00007ab28741d700, 0x00007ab28741dc10] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,188s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.constantPool (0x00007ab2a6bed308) [0x00007ab2a6bed400, 0x00007ab2a6bed4e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,188s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x00007ab2a6bed608) [0x00007ab2a6bed700, 0x00007ab2a6bed830] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.isArray (0x00007ab28741dc88) [0x00007ab28741dd80, 0x00007ab28741df00] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: java.lang.StringCoding.countNonZeroAsciiLatin1 (0x00007ab28741df88) [0x00007ab28741e080, 0x00007ab28741e288] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6bed908) [0x00007ab2a6beda00, 0x00007ab2a6bedaf0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.hashString (0x00007ab28741e308) [0x00007ab28741e400, 0x00007ab28741e4e8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.entryByIndex (0x00007ab28741e608) [0x00007ab28741e700, 0x00007ab2874207b0] Compiler: c1, Barriers: 3, Oops: 2, ImmediateOops: 5, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.size (0x00007ab2a6bedc08) [0x00007ab2a6bedd00, 0x00007ab2a6beddc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.Preconditions.checkFromToIndex (0x00007ab287420808) [0x00007ab287420900, 0x00007ab287420ab8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,189s][debug][gc,nmethod  ] Register NMethod: java.lang.String.checkBoundsBeginEnd (0x00007ab287420b08) [0x00007ab287420c00, 0x00007ab287420e18] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,191s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.EntryMap.firstToken (0x00007ab287420e88) [0x00007ab287420f80, 0x00007ab287421470] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,191s][debug][gc,nmethod  ] Register NMethod: java.lang.String.value (0x00007ab2a6bedf08) [0x00007ab2a6bee000, 0x00007ab2a6bee0e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,191s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.form (0x00007ab2a6bee208) [0x00007ab2a6bee300, 0x00007ab2a6bee3e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,191s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6bee508) [0x00007ab2a6bee600, 0x00007ab2a6bee6f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,191s][debug][gc,nmethod  ] Register NMethod: java.util.Objects.requireNonNull (0x00007ab287421488) [0x00007ab287421580, 0x00007ab287421758] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.<init> (0x00007ab287421788) [0x00007ab287421880, 0x00007ab287421a58] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,192s][debug][gc,director ] Rule Major: Warmup 10%, Used: 10MB, UsedThreshold: 1228MB
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString (0x00007ab2a6bee808) [0x00007ab2a6bee900, 0x00007ab2a6bee9e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.getNoCheckStale (0x00007ab287421a88) [0x00007ab287421b80, 0x00007ab287422200] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.get (0x00007ab287422288) [0x00007ab287422380, 0x00007ab2874231a8] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.parameterCount (0x00007ab287423208) [0x00007ab287423300, 0x00007ab287423438] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.misc.Unsafe.allocateUninitializedArray0 (0x00007ab287423508) [0x00007ab287423600, 0x00007ab287423e20] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 8, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.misc.Unsafe.allocateUninitializedArray (0x00007ab287423e88) [0x00007ab287423f80, 0x00007ab287424548] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: java.lang.StringConcatHelper.newArray (0x00007ab287424588) [0x00007ab287424680, 0x00007ab287424c58] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.internalAdd (0x00007ab287424c88) [0x00007ab287424d80, 0x00007ab2874250d8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,192s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.internalAdd (0x00007ab287425108) [0x00007ab287425200, 0x00007ab287425fe8] Compiler: c1, Barriers: 8, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.EntryMap.put (0x00007ab287426008) [0x00007ab287426100, 0x00007ab2874267d0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.hash (0x00007ab287426808) [0x00007ab287426900, 0x00007ab287426c38] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.stream.FindOps$FindSink.cancellationRequested (0x00007ab2a6beeb08) [0x00007ab2a6beec00, 0x00007ab2a6beecc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.stream.ReferencePipeline$2$1.accept (0x00007ab287426c88) [0x00007ab287426d80, 0x00007ab287427340] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.stream.Sink$ChainedReference.cancellationRequested (0x00007ab287427388) [0x00007ab287427480, 0x00007ab2874277c8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Exports.isQualified (0x00007ab287427808) [0x00007ab287427900, 0x00007ab287427c90] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$SetN.isEmpty (0x00007ab287427d08) [0x00007ab287427e00, 0x00007ab287427f50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: java.util.Spliterators$IteratorSpliterator.tryAdvance (0x00007ab287428008) [0x00007ab287428100, 0x00007ab287428f30] Compiler: c1, Barriers: 8, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.DefaultRoots$$Lambda/0x000000006c057da8.test (0x00007ab287428f88) [0x00007ab287429080, 0x00007ab2874298d8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,193s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.DefaultRoots.lambda$exportsAPI$0 (0x00007ab287429908) [0x00007ab287429a00, 0x00007ab287429fd8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.afterNodeInsertion (0x00007ab28742a008) [0x00007ab28742a100, 0x00007ab28742a200] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$Node.<init> (0x00007ab28742a308) [0x00007ab28742a400, 0x00007ab28742a6c0] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.newNode (0x00007ab28742a708) [0x00007ab28742a800, 0x00007ab28742ab80] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.put (0x00007ab28742ab88) [0x00007ab28742ac80, 0x00007ab28742b268] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.Optional.<init> (0x00007ab28742b288) [0x00007ab28742b380, 0x00007ab28742b550] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$MapN.probe (0x00007ab28742b588) [0x00007ab28742b680, 0x00007ab28742beb0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$MapN.get (0x00007ab28742bf08) [0x00007ab28742c000, 0x00007ab28742c3d8] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.ModuleReferenceImpl.moduleResolution (0x00007ab2a6beee08) [0x00007ab2a6beef00, 0x00007ab2a6beefe8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12$1.hasNext (0x00007ab28742c408) [0x00007ab28742c500, 0x00007ab28742c650] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,194s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.putVal (0x00007ab28742c708) [0x00007ab28742c800, 0x00007ab28742e4f0] Compiler: c1, Barriers: 15, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashSet.add (0x00007ab28742e508) [0x00007ab28742e600, 0x00007ab28742e7d0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$HashIterator.hasNext (0x00007ab28742e808) [0x00007ab28742e900, 0x00007ab28742ea80] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.get (0x00007ab28742eb08) [0x00007ab28742ec00, 0x00007ab28742ef98] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$HashIterator.nextNode (0x00007ab28742f008) [0x00007ab28742f100, 0x00007ab28742f718] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.Optional.ofNullable (0x00007ab28742f788) [0x00007ab28742f880, 0x00007ab28742fb38] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.getNode (0x00007ab28742fb88) [0x00007ab28742fc80, 0x00007ab287430f90] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.SystemModuleFinders$SystemModuleFinder.find (0x00007ab287431008) [0x00007ab287431100, 0x00007ab2874319d0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Requires.modifiers (0x00007ab2a6bef108) [0x00007ab2a6bef200, 0x00007ab2a6bef2e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.lang.module.Resolver.isTracing (0x00007ab287431a08) [0x00007ab287431b00, 0x00007ab287431c80] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Requires.name (0x00007ab2a6bef408) [0x00007ab2a6bef500, 0x00007ab2a6bef5e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.containsKey (0x00007ab287431d08) [0x00007ab287431e00, 0x00007ab287432140] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashSet.add (0x00007ab287432188) [0x00007ab287432280, 0x00007ab287432610] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,195s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.get (0x00007ab287432688) [0x00007ab287432780, 0x00007ab287432b18] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.put (0x00007ab287432b88) [0x00007ab287432c80, 0x00007ab287433268] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor.hashCode (0x00007ab287433288) [0x00007ab287433380, 0x00007ab287434bf8] Compiler: c1, Barriers: 12, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12$1.next (0x00007ab287434c08) [0x00007ab287434d00, 0x00007ab2874350a8] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor.requires (0x00007ab2a6bef708) [0x00007ab2a6bef800, 0x00007ab2a6bef8e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$KeyIterator.next (0x00007ab287435108) [0x00007ab287435200, 0x00007ab287435530] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12.iterator (0x00007ab287435588) [0x00007ab287435680, 0x00007ab287435820] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$SetN.contains (0x00007ab287435888) [0x00007ab287435980, 0x00007ab287435c80] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.ModuleReferenceImpl.hashCode (0x00007ab287435c88) [0x00007ab287435d80, 0x00007ab287436708] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ResolvedModule.hashCode (0x00007ab287436788) [0x00007ab287436880, 0x00007ab287436c50] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.AbstractMap.<init> (0x00007ab287436c88) [0x00007ab287436d80, 0x00007ab287436ed8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.AbstractSet.<init> (0x00007ab287436f88) [0x00007ab287437080, 0x00007ab287437238] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.putVal (0x00007ab287437288) [0x00007ab287437380, 0x00007ab287439710] Compiler: c1, Barriers: 15, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.lang.Object.equals (0x00007ab287439788) [0x00007ab287439880, 0x00007ab2874399d0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,196s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$ValueIterator.next (0x00007ab287439a88) [0x00007ab287439b80, 0x00007ab287439eb0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
