[0.005s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.005s][info ][gc,init] Initializing The Z Garbage Collector
[0.005s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.005s][info ][gc,init] NUMA Support: Disabled
[0.005s][info ][gc,init] CPUs: 20 total, 20 available
[0.005s][info ][gc,init] Memory: 31764M
[0.005s][info ][gc,init] Large Page Support: Disabled
[0.006s][info ][gc,init] Address Space Size: unlimited
[0.006s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.006s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.006s][info ][gc,init] Reserved Space Size: 192G
[0.006s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.006s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.006s][info ][gc,init] Min Capacity: 5120M
[0.006s][info ][gc,init] Initial Capacity: 5120M
[0.006s][info ][gc,init] Max Capacity: 12288M
[0.006s][info ][gc,init] Soft Max Capacity: 12288M
[0.006s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.006s][info ][gc,init] Pre-touch: Enabled
[0.006s][info ][gc,init] Available space on backing filesystem: N/A
[0.006s][info ][gc,init] Uncommit: Enabled
[0.006s][info ][gc,init] Uncommit Delay: 300s
[0.006s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.007s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.837s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.129s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.130s][info ][gc,init] Runtime Workers: 12
[1.130s][info ][gc     ] Using The Z Garbage Collector
[1.130s][info ][gc,metaspace] CDS archive(s) not mapped
[1.130s][info ][gc,metaspace] Compressed class space mapped at: 0x00000000b3000000-0x00000000f3000000, reserved size: 1073741824
[1.130s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.130s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.130s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.130s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.130s][info ][gc,metaspace] Klass Range:    [0x00000000b3000000 - 0x00000000f3000000), (1073741824 bytes)
[1.130s][info ][gc,metaspace] Klass ID Range:  [3003121664 - 4076863481) (1073741817)
[1.130s][info ][gc,metaspace] No protection zone.
[1,145s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,146s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,173s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ebeb708) [0x000072e49ebeb800, 0x000072e49ebeba98] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,174s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.index (0x000072e49ebebb08) [0x000072e49ebebc00, 0x000072e49ebebcc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,174s][debug][gc,nmethod  ] Register NMethod: java.util.concurrent.ConcurrentHashMap.putIfAbsent (0x000072e47f417888) [0x000072e47f417980, 0x000072e47f417c80] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,174s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.size (0x000072e49ebebe08) [0x000072e49ebebf00, 0x000072e49ebebfc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,174s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ebec108) [0x000072e49ebec200, 0x000072e49ebec2f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,175s][debug][gc,nmethod  ] Register NMethod: java.lang.ref.ReferenceQueue.poll (0x000072e47f417c88) [0x000072e47f417d80, 0x000072e47f4181a0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,175s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.width (0x000072e49ebec408) [0x000072e49ebec500, 0x000072e49ebec5c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,175s][debug][gc,nmethod  ] Register NMethod: java.lang.String.<init> (0x000072e47f418208) [0x000072e47f418300, 0x000072e47f4184d8] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,175s][debug][gc,director ] Rule Major: Warmup 10%, Used: 14MB, UsedThreshold: 1228MB
[1,175s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ebec708) [0x000072e49ebec800, 0x000072e49ebec8f0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,175s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.removeStaleReferences (0x000072e47f418508) [0x000072e47f418600, 0x000072e47f418c20] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: java.lang.String.getBytes (0x000072e47f418c88) [0x000072e47f418d80, 0x000072e47f419288] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ebeca08) [0x000072e49ebecb00, 0x000072e49ebecbf8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.reserveSpace (0x000072e47f419308) [0x000072e47f419400, 0x000072e47f419718] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.getDeclaringClass (0x000072e49ebecd08) [0x000072e49ebece00, 0x000072e49ebecee8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.RawBytecodeHelper.bci (0x000072e49ebed008) [0x000072e49ebed100, 0x000072e49ebed1c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: java.lang.String.coder (0x000072e49ebed308) [0x000072e49ebed400, 0x000072e49ebed488] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,176s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.map (0x000072e47f419788) [0x000072e47f4198a0, 0x000072e47f41afa0] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.hashCode (0x000072e47f41b008) [0x000072e47f41b100, 0x000072e47f41b780] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: java.util.concurrent.ConcurrentHashMap.get (0x000072e47f41b788) [0x000072e47f41b880, 0x000072e47f41c898] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.anyFlagSet (0x000072e47f41c908) [0x000072e47f41ca00, 0x000072e47f41cb50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.isInvocable (0x000072e47f41cc08) [0x000072e47f41cd00, 0x000072e47f41ceb8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.StrongReferenceKey.hashCode (0x000072e47f41cf08) [0x000072e47f41d000, 0x000072e47f41d510] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.lookupKey (0x000072e47f41d588) [0x000072e47f41d680, 0x000072e47f41d908] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.StrongReferenceKey.<init> (0x000072e47f41d988) [0x000072e47f41da80, 0x000072e47f41dc50] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,177s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.constantPool (0x000072e49ebed608) [0x000072e49ebed700, 0x000072e49ebed7e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,178s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x000072e49ebed908) [0x000072e49ebeda00, 0x000072e49ebedb30] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,178s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.isArray (0x000072e47f41dc88) [0x000072e47f41dd80, 0x000072e47f41df00] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,178s][debug][gc,nmethod  ] Register NMethod: java.lang.StringCoding.countNonZeroAsciiLatin1 (0x000072e47f41df88) [0x000072e47f41e080, 0x000072e47f41e288] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: java.lang.String.checkBoundsBeginEnd (0x000072e47f41e308) [0x000072e47f41e400, 0x000072e47f41e618] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ebedc08) [0x000072e49ebedd00, 0x000072e49ebeddf0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.Preconditions.checkFromToIndex (0x000072e47f41e688) [0x000072e47f41e780, 0x000072e47f41e938] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.hashString (0x000072e47f41e988) [0x000072e47f41ea80, 0x000072e47f41eb68] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.size (0x000072e49ebedf08) [0x000072e49ebee000, 0x000072e49ebee0c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,179s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.entryByIndex (0x000072e47f41ec88) [0x000072e47f41ed80, 0x000072e47f420e30] Compiler: c1, Barriers: 3, Oops: 2, ImmediateOops: 5, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.String.value (0x000072e49ebee208) [0x000072e49ebee300, 0x000072e49ebee3e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.EntryMap.firstToken (0x000072e47f420e88) [0x000072e47f420f80, 0x000072e47f421470] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.form (0x000072e49ebee508) [0x000072e49ebee600, 0x000072e49ebee6e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.StringLatin1.lastIndexOf (0x000072e47f421488) [0x000072e47f421580, 0x000072e47f421948] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ebee808) [0x000072e49ebee900, 0x000072e49ebee9f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.util.Objects.requireNonNull (0x000072e47f421988) [0x000072e47f421a80, 0x000072e47f421c58] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.<init> (0x000072e47f421c88) [0x000072e47f421d80, 0x000072e47f421f58] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString (0x000072e49ebeeb08) [0x000072e49ebeec00, 0x000072e49ebeece8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.getNoCheckStale (0x000072e47f421f88) [0x000072e47f422080, 0x000072e47f422700] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodType.parameterCount (0x000072e47f422788) [0x000072e47f422880, 0x000072e47f4229b8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.get (0x000072e47f422a88) [0x000072e47f422b80, 0x000072e47f4239a8] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.internalAdd (0x000072e47f423a08) [0x000072e47f423b00, 0x000072e47f423e58] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,180s][debug][gc,nmethod  ] Register NMethod: java.lang.StringConcatHelper.newArray (0x000072e47f423e88) [0x000072e47f423f80, 0x000072e47f424558] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.misc.Unsafe.allocateUninitializedArray0 (0x000072e47f424588) [0x000072e47f424680, 0x000072e47f424ea0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 8, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.misc.Unsafe.allocateUninitializedArray (0x000072e47f424f08) [0x000072e47f425000, 0x000072e47f4255c8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.EntryMap.put (0x000072e47f425608) [0x000072e47f425700, 0x000072e47f425dd0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.internalAdd (0x000072e47f425e08) [0x000072e47f425f00, 0x000072e47f426ce8] Compiler: c1, Barriers: 8, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.hash (0x000072e47f426d08) [0x000072e47f426e00, 0x000072e47f427138] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.stream.FindOps$FindSink.cancellationRequested (0x000072e49ebeee08) [0x000072e49ebeef00, 0x000072e49ebeefc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.stream.Sink$ChainedReference.cancellationRequested (0x000072e47f427188) [0x000072e47f427280, 0x000072e47f4275c8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.stream.ReferencePipeline$2$1.accept (0x000072e47f427608) [0x000072e47f427700, 0x000072e47f427cc0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$SetN.isEmpty (0x000072e47f427d08) [0x000072e47f427e00, 0x000072e47f427f50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Exports.isQualified (0x000072e47f428008) [0x000072e47f428100, 0x000072e47f428490] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.DefaultRoots.lambda$exportsAPI$0 (0x000072e47f428508) [0x000072e47f428600, 0x000072e47f428bd8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.DefaultRoots$$Lambda/0x00000000b3058050.test (0x000072e47f428c08) [0x000072e47f428d00, 0x000072e47f429558] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,181s][debug][gc,nmethod  ] Register NMethod: java.util.Spliterators$IteratorSpliterator.tryAdvance (0x000072e47f429588) [0x000072e47f429680, 0x000072e47f42a4b0] Compiler: c1, Barriers: 8, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.afterNodeInsertion (0x000072e47f42a508) [0x000072e47f42a600, 0x000072e47f42a700] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$Node.<init> (0x000072e47f42a808) [0x000072e47f42a900, 0x000072e47f42abc0] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.newNode (0x000072e47f42ac08) [0x000072e47f42ad00, 0x000072e47f42b080] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.put (0x000072e47f42b088) [0x000072e47f42b180, 0x000072e47f42b768] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.Optional.<init> (0x000072e47f42b788) [0x000072e47f42b880, 0x000072e47f42ba50] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$MapN.get (0x000072e47f42ba88) [0x000072e47f42bb80, 0x000072e47f42bf58] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$MapN.probe (0x000072e47f42bf88) [0x000072e47f42c080, 0x000072e47f42c8b0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12$1.hasNext (0x000072e47f42c908) [0x000072e47f42ca00, 0x000072e47f42cb50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.ModuleReferenceImpl.moduleResolution (0x000072e49ebef108) [0x000072e49ebef200, 0x000072e49ebef2e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.getNode (0x000072e47f42cc08) [0x000072e47f42cd00, 0x000072e47f42e010] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashSet.add (0x000072e47f42e088) [0x000072e47f42e180, 0x000072e47f42e360] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$HashIterator.hasNext (0x000072e47f42e388) [0x000072e47f42e480, 0x000072e47f42e600] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.get (0x000072e47f42e688) [0x000072e47f42e780, 0x000072e47f42eb18] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.putVal (0x000072e47f42eb88) [0x000072e47f42ec80, 0x000072e47f430970] Compiler: c1, Barriers: 15, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$HashIterator.nextNode (0x000072e47f430988) [0x000072e47f430a80, 0x000072e47f431098] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,182s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Requires.modifiers (0x000072e49ebef408) [0x000072e49ebef500, 0x000072e49ebef5e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.Optional.ofNullable (0x000072e47f431108) [0x000072e47f431200, 0x000072e47f4314b8] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor$Requires.name (0x000072e49ebef708) [0x000072e49ebef800, 0x000072e49ebef8e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.module.Resolver.isTracing (0x000072e47f431508) [0x000072e47f431600, 0x000072e47f431780] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.SystemModuleFinders$SystemModuleFinder.find (0x000072e47f431808) [0x000072e47f431900, 0x000072e47f4321d0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.containsKey (0x000072e47f432208) [0x000072e47f432300, 0x000072e47f432640] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.get (0x000072e47f432688) [0x000072e47f432780, 0x000072e47f432b18] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.HashSet.add (0x000072e47f432b88) [0x000072e47f432c80, 0x000072e47f433010] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor.hashCode (0x000072e47f433088) [0x000072e47f433180, 0x000072e47f4349f8] Compiler: c1, Barriers: 12, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.put (0x000072e47f434a08) [0x000072e47f434b00, 0x000072e47f4350e8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12$1.next (0x000072e47f435108) [0x000072e47f435200, 0x000072e47f435530] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ModuleDescriptor.requires (0x000072e49ebefa08) [0x000072e49ebefb00, 0x000072e49ebefbe8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,183s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap$KeyIterator.next (0x000072e47f435588) [0x000072e47f435680, 0x000072e47f4359b0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$SetN.contains (0x000072e47f435a08) [0x000072e47f435b00, 0x000072e47f435e00] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.putVal (0x000072e47f435e08) [0x000072e47f435f00, 0x000072e47f438290] Compiler: c1, Barriers: 15, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.AbstractMap.<init> (0x000072e47f438308) [0x000072e47f438400, 0x000072e47f438558] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.lang.module.ResolvedModule.hashCode (0x000072e47f438608) [0x000072e47f438700, 0x000072e47f438ad0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12.iterator (0x000072e47f438b08) [0x000072e47f438c00, 0x000072e47f438da0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: jdk.internal.module.ModuleReferenceImpl.hashCode (0x000072e47f438e08) [0x000072e47f438f00, 0x000072e47f439888] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.AbstractSet.<init> (0x000072e47f439908) [0x000072e47f439a00, 0x000072e47f439bb8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$Set12$1.<init> (0x000072e47f439c08) [0x000072e47f439d00, 0x000072e47f43a0b0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,184s][debug][gc,nmethod  ] Register NMethod: java.lang.Object.equals (0x000072e47f43a108) [0x000072e47f43a200, 0x000072e47f43a350] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
